showId,category,title,tags,age_rating,rating_description,description,representation,duration_txt,duration_sec,first_broadcast,synopsis_small,synopsis_medium,synopsis_large,image
13,CBBC,The Demon Headmaster - Series 1: 5. Be More Hazelbrook,"BBC, iPlayer, TV, The Demon Headmaster, Series 1: 5. Be More Hazelbrook",PG,mild threat,The gang bring in a journalist to expose Hazelbrook. Can they get the truth out there?,3.0,27 mins,1597,5pm 11 Nov 2019,The gang bring in a journalist to expose Hazelbrook. Can they get the truth out there?,"With the Headmaster away, the gang plan to replace him with someone who will free Hazelbrook - but their actions trigger unexpected consequences.","Lizzie is burdened by the secret of Ethan’s past, but should she tell him? While Lizzie struggles with her moral dilemma, the rest of the gang get excited at a huge opportunity - the Headmaster is leaving the school premises to tour the schools he intends to hoodwink into joining the Hazelbrook Academy chain. With the Headmaster away, the gang will play - but how?",https://ichef.bbci.co.uk/images/ic/1200x675/p07td626.jpg
14,CBBC,Operation Ouch! - Series 7: 4. Don’t Pick Your Scabs!,"BBC, iPlayer, TV, Operation Ouch!, Series 7: 4. Don’t Pick Your Scabs!",PG,"injury detail, rude humour, threat","Dr Xand goes underwater to show how your blood clots, and Dr Ronx looks at echolocation.",3.0,28 mins,1667,16 Jan 2019,"Dr Xand goes underwater to show how your blood clots, and Dr Ronx looks at echolocation.","Dr Xand goes underwater to show how your blood clots, and Dr Ronx finds out how echolocation – a navigation technique used by bats – is helping visually impaired patients.","Dr Xand goes underwater to show how your blood clots, and Dr Ronx finds out how echolocation – an amazing navigation technique used by bats to fly in the dark – is helping visually impaired patients. There’s a new body trick to make things look bigger, and it’s time to meet our first ever Ouch Award nominees. Meanwhile, in the emergency department, a broken leg requires surgery after a clash with a diving board and another patient has their finger stuck in a toy truck.",https://ichef.bbci.co.uk/images/ic/1200x675/p06y4822.jpg
15,CBBC,Horrible Histories - Series 9: 4. Precious Planet,"BBC, iPlayer, TV, Horrible Histories, Series 9: 4. Precious Planet",PG,mild injury detail,Charles Darwin hosts a look at how we’ve treated the planet throughout history. ,3.0,29 mins,1739,1 Nov 2021,Charles Darwin hosts a look at how we’ve treated the planet throughout history.,"Charles Darwin hosts a timely look at how we’ve treated the planet throughout history. With Henry VIII, the inventor of the plastic bag and Judge Rinder!","Charles Darwin presents a special show, as Horrible Histories takes a timely look at our planet and how we’ve behaved towards it throughout history.We look at how we’ve not always treated the planet's resources with the utmost care, from the 19th-century gold rush, to Henry VIII enjoying a little too much deforestation to build his warships In The Gone Show, we meet a range of animals that have recently become extinct, and we see how mankind has tried to work with and shape the land, from the earliest guides to farming to the fabulous Gardens of Versailles In Historical Educating, head teacher Mrs Thomas has trouble with her geography supply teachers (a Greek philosopher and a Viking), who seem intent on telling their pupils that the Earth is not round. We reveal that plastic bags were originally invented to save the planet, and in Time Beefs, Judge Rinder settles a dispute between environmentalist Rachel Carson and the businessmen who tried to stop her.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b11pzp.jpg
16,CBBC,Tracy Beaker Returns - Series 3: 11. Jody Jackson,"BBC, iPlayer, TV, Tracy Beaker Returns, Series 3: 11. Jody Jackson",PG,contains mild emotional upset,A new arrival at the Dumping Ground creates chaos for Tracy and upset for Carmen.,3.0,28 mins,1673,5pm 9 Mar 2012,A new arrival at the Dumping Ground creates chaos for Tracy and upset for Carmen.,Drama set in a children's home. A new arrival at the Dumping Ground creates chaos for Tracy and upset for Carmen.,"Drama set in a children's home. Carmen and Lily plan on manipulating Mike into letting Shadow stay at the Dumping Ground with Lily when she has respite care the following week. The girls arrive back at the DG to find Jody, a wild, screaming girl who is refusing to have a bath. Carmen is told Jody has to share with her. She and Lily go to Sapphire who refuses to move in with Elektra so that Jody can have her room, and Mike then tells Lily that now things are fine with her dad, she won't need respite care anymore anyway. Tired of her hyperactive antics, Elektra locks Jody in the toy cupboard. Jody breaks free, tips a plant over Elektra's head and disappears. Tracy and Mike find her at her wreck of a family home. Her mum and brothers, who have a criminal court case pending, have left. Jody is distraught. Mike and Tracy take her back to the Dumping Ground. An upset Lily tells Carmen how she needs a break from her dad, not the other way around. She makes Carmen promise not to say anything for fear of the authorities taking her away from her dad again.",https://ichef.bbci.co.uk/images/ic/1200x675/p01hcz5x.jpg
17,CBBC,Malory Towers - Series 2: 13. The Lost Treasure,"BBC, iPlayer, TV, Malory Towers, Series 2: 13. The Lost Treasure",U,clean,"Darrell and Sally make a dramatic discovery, but is it enough to save Malory Towers?",3.0,25 mins,1495,22 Nov 2021,"Darrell and Sally make a dramatic discovery, but is it enough to save Malory Towers?","It’s the last day of school, and Miss Grayling is to sign away Malory Towers for ever! Will Darrell and Sally’s dramatic discovery save the school?",No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p0b4k3ry.jpg
18,CBBC,Pokémon: Diamond and Pearl - Series 12 - Galactic Battles: 15. Trials and Adulations!,"BBC, iPlayer, TV, Pokémon: Diamond and Pearl, Series 12 - Galactic Battles: 15. Trials and Adulations!",U,clean,A fierce Aggron provides Dawn and Mamoswine with a chance to learn and grow together.,,20 mins,1223,22 Oct 2021,A fierce Aggron provides Dawn and Mamoswine with a chance to learn and grow together.,"Dawn and Piplup get separated from Ash and Brock, as a fierce Aggron angrily chases them while Dawn goes for some water.","Making their way through a giant forest on the way to Snowpoint City, Dawn and Piplup get separated from Ash and Brock, as a fierce Aggron angrily chases them while Dawn goes for some water. Her other Pokémon can’t stand up to this menace, so she reluctantly calls out Mamoswine… who won’t listen to her commands.",https://ichef.bbci.co.uk/images/ic/1200x675/p09z7pbh.jpg
19,CBBC,Eve - Series 3: 4. Possession,"BBC, iPlayer, TV, Eve, Series 3: 4. Possession",PG,mild threat,Mary resorts to extreme measures to head off the threat of Cain and Price.,3.0,28 mins,1690,4:30pm 9 Nov 2016,Mary resorts to extreme measures to head off the threat of Cain and Price.,"Sci-fi drama series. Mary resorts to extreme measures to head off the threat of Cain and Price, enlisting KT to help her temporarily transfer her consciousness to Eve.","Mary resorts to extreme measures to head off the threat of Cain and Price, enlisting KT to help her temporarily transfer her consciousness to Eve. With KT missing, a distracted Nick and Katherine welcome back Zac, who is helping them answer questions about how Mary was able to duplicate his personality. Excited about Zac's return, Eve suggests he join the gang's picnic that afternoon. To everyone's surprise Zac brings his new girlfriend, and for the first time Eve experiences jealousy. Spotting KT hovering nearby puts Eve on high alert. Operating under Protocol Zero, KT is Mary's automaton, and is primed to execute her mother's plan.",https://ichef.bbci.co.uk/images/ic/1200x675/p04dy4gz.jpg
20,CBBC,Shaun the Sheep - Series 5: 20. Sheep Farmer,"BBC, iPlayer, TV, Shaun the Sheep, Series 5: 20. Sheep Farmer",U,clean,Timmy sees a particularly grumpy farmer giving one of the flock a hard time.,,7 mins,420,3:50pm 18 Nov 2016,Timmy sees a particularly grumpy farmer giving one of the flock a hard time.,"Animated Series. When Timmy sees a farmer giving one of the flock a hard time, he decides to show him what it's like to be a sheep.","When Timmy sees a particularly grumpy farmer giving one of the flock a hard time, he decides to give him an idea of what it's like to be a sheep. But when the time comes to have the old farmer back, things aren't quite so simple.",https://ichef.bbci.co.uk/images/ic/1200x675/p0723hjb.jpg
21,CBBC,Boy Girl Dog Cat Mouse Cheese - Series 1: 36. Family Photo,"BBC, iPlayer, TV, Boy Girl Dog Cat Mouse Cheese, Series 1: 36. Family Photo",U,clean,The kids accidentally destroy a beloved family photo.,,11 mins,661,7:35am 25 Jun 2020,The kids accidentally destroy a beloved family photo.,The kids accidentally destroy a beloved family photo and decide to make it up to Mom and Dad by hiring a photographer to take a new one.,No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p08h49b6.jpg
22,CBBC,Wizards vs Aliens - Series 2: 8. The Curse of Crowe Part Two,"BBC, iPlayer, TV, Wizards vs Aliens, Series 2: 8. The Curse of Crowe Part Two",PG,contains mild fantasy violence and threat,Tom and Benny suffer from Gemma Ravens curse.,3.0,28 mins,1706,5pm 19 Nov 2013,Tom and Benny suffer from Gemma Raven's curse.,"Fantasy adventure drama. Tom and Benny suffer from Gemma Raven's curse - they hate each other, without knowing why.","Tom and Benny suffer from Gemma Raven's curse - they hate each other, without knowing why. But can friendship overcome the darkest powers of magic?",https://ichef.bbci.co.uk/images/ic/1200x675/p01lty4k.jpg
24,CBBC,Horrible Histories - Series 7: 8. Ruthless Rulers,"BBC, iPlayer, TV, Horrible Histories, Series 7: 8. Ruthless Rulers",PG,"mild comic violence, rude humor",A look at the most ruthless rulers of all time. Featuring Henry VIII and the Vikings.,3.0,28 mins,1690,5:25pm 4 Sep 2017,A look at the most ruthless rulers of all time. Featuring Henry VIII and the Vikings.,"A look at the most ruthless rulers of all time. Hold your nose in Versailles, because Louis XIV hasn't got any loos.","Get ready for some serious bad behaviour, as Horrible Histories brings you the most ruthless rulers of all time. Henry VIII is so demanding he has a brick wall built at his bedroom door every night, those vicious Vikings find that sorry seems to be the hardest word, hold your nose in Versailles because Louis XIV hasn't got any loos, and rock out with the Warlords from Hell - take it away Genghis and Vlad.",https://ichef.bbci.co.uk/images/ic/1200x675/p09xsqbf.jpg
25,CBBC,Danger Mouse - Series 1: 5. Pink Dawn,"BBC, iPlayer, TV, Danger Mouse, Series 1: 5. Pink Dawn",U,very mild fantasy action,Supervillain the Princess is determined to pinkify the world.,,11 mins,666,2 Oct 2015,Supervillain the Princess is determined to pinkify the world.,Animated series. Supervillain the Princess is determined to pinkify the world. Only Danger Mouse dressed as a little girl can save us.,Animated series. Supervillain the Princess is determined to pinkify the world. Only Danger Mouse dressed as a little girl can save us!,https://ichef.bbci.co.uk/images/ic/1200x675/p033cvzh.jpg
30,Films,Bill,"BBC, iPlayer, TV, Bill",PG,"mild bad language, sex references, violence",Bill Shakespeare (Matthew Baynton) leaves Stratford to follow his dream.,3.0,87 mins,5230,2015,Bill Shakespeare (Matthew Baynton) leaves Stratford to follow his dream.,"Family comedy from the performers of Horrible Histories. Young Bill Shakespeare leaves Stratford to follow his latest dream, to be a playwright in London.","1593. While King Philip of Spain plots to kill Queen Elizabeth of England, young Bill Shakespeare leaves Stratford to follow his latest dream, to be a playwright in London - despite the theatres being closed due to plague. Luckily the Queen desires a new play - unluckily she chooses creepy Lord Crawley to write it.",https://ichef.bbci.co.uk/images/ic/1200x675/p07j6wv1.jpg
46,Films,Versus - The Life and Films of Ken Loach,"BBC, iPlayer, TV, Versus - The Life and Films of Ken Loach",12,infrequent strong language,"Ken Loach reflects on his career, with comments from colleagues, friends and family.",1.0,90 mins,5371,2015,"Ken Loach reflects on his career, with comments from colleagues, friends and family.","Biographical documentary. Ken Loach reflects on his often controversial career, with comments from colleagues, friends and family.","Ken Loach, who has been making socially aware dramas and documentaries for over 50 years, reflects on his often controversial career, with comments from colleagues, friends and family. Successes like Cathy Come Home, Kes and Palm d'Or winning The Wind that Shakes the Barley are matched by tales of projects shelved or pilloried, a stage play cancelled during rehearsals, and a personal tragedy.",https://ichef.bbci.co.uk/images/ic/1200x675/p0b5vn0y.jpg
52,Films,Tycoon,"BBC, iPlayer, TV, Tycoon",U,mild violence,Romantic melodrama about an engineer battling to build a railroad and save his marriage.,1.0,123 mins,7374,1947,Romantic melodrama about an engineer battling to build a railroad and save his marriage.,"Romantic melodrama about an engineer, played by John Wayne, battling to build a railroad in the Andes while trying to save his marriage to the boss's daughter.","Romantic melodrama about an engineer battling to build a railroad in the Andes while trying to save his marriage to the boss's daughter. After wedding his bride against her father's wishes, he then jeopardises his marriage and the railroad enterprise by single-mindedly battling to get the extraordinary engineering project completed on time and within budget.",https://ichef.bbci.co.uk/images/ic/1200x675/p09jg9fd.jpg
91,From the Archives,Waterloo Road - Series 9: Episode 20,"BBC, iPlayer, TV, Waterloo Road, Series 9: Episode 20",12,"moderate language, violence, references to sex, suicide",Kaceys boxing career is jeopardised when a challenge by Gabriella goes horribly wrong.,3.0,57 mins,3413,8pm 12 Mar 2014,Kacey's boxing career is jeopardised when a challenge by Gabriella goes horribly wrong.,School-based drama. Kacey's boxing career is jeopardised when a challenge by Gabriella goes horribly wrong. Simon turns to Christine when he finds himself unable to cope.,Kacey's boxing career is jeopardised when a challenge by Gabriella goes horribly wrong.Simon turns to Christine when he finds himself unable to cope with the challenges of Acting Head.,https://ichef.bbci.co.uk/images/ic/1200x675/p01thb59.jpg
93,From the Archives,Doctor Who - Series 11: 8. The Witchfinders,"BBC, iPlayer, TV, Doctor Who, Series 11: 8. The Witchfinders",12,mild threat,The Doctor and friends encounter a witch trial and King James I in the 17th century.,3.0,47 mins,2791,6:30pm 25 Nov 2018,The Doctor and friends encounter a witch trial and King James I in the 17th century.,"In 17th-century Lancashire, the Doctor, Yaz, Ryan and Graham become embroiled in a witch trial and the arrival of King James I.","The Doctor, Ryan, Graham and Yaz arrive in 17th-century Lancashire and become embroiled in a witch trial, run by the local landowner. As fear stalks the land, the arrival of King James I only serves to intensify the witch hunt. But is there something even more dangerous at work? Can the Doctor and friends keep the people of Bilehurst Cragg safe from all the forces that are massing in the land?",https://ichef.bbci.co.uk/images/ic/1200x675/p06sby6v.jpg
95,From the Archives,The Killing - Series 3: Episode 2,"BBC, iPlayer, TV, The Killing, Series 3: Episode 2",15,strong violence,The police try to track down the kidnapper of Robert Zeuthens daughter Emilie.,3.0,59 mins,3540,17 Nov 2012,The police try to track down the kidnapper of Robert Zeuthen's daughter Emilie.,"Danish crime drama series.  Following the kidnapping of Robert Zeuthen's daughter Emilie, Copenhagen Police put every effort into tracking down the perpetrator and finding her.","Following the kidnapping of Robert Zeuthen's daughter Emilie, Copenhagen Police put every effort into tracking down the perpetrator and finding the little girl. Meanwhile, the kidnapping has quickly become a hot potato in the election campaign and Prime Minister Kamper must deal with the fallout.In Danish with English subtitles.",https://ichef.bbci.co.uk/images/ic/1200x675/p09ds9w1.jpg
99,From the Archives,My Family - Series 6: 4. Living the Dream,"BBC, iPlayer, TV, My Family, Series 6: 4. Living the Dream",12,"mild sex references, innuendo","When is pyramid selling not pyramid selling? When Ben says so, apparently.",3.0,29 mins,1737,8:30pm 7 Apr 2006,"When is pyramid selling not pyramid selling? When Ben says so, apparently.","Domestic sitcom. When is pyramid selling not pyramid selling? When Ben says so, apparently.",No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p087szl1.jpg
101,From the Archives,Our Girl - Series 2: Georgie & Elvis,"BBC, iPlayer, TV, Our Girl, Series 2: Georgie & Elvis",15,"strong language, violence, injury detail","Our first glimpse of army medic Georgie Lane, at work and in her explosive private life.",3.0,6 mins,334,31 Aug 2016,"Our first glimpse of army medic Georgie Lane, at work and in her explosive private life.","Our first glimpse of our girl Georgie Lane (Michelle Keegan), as a dynamic army medic in the field of battle, and in her explosive private life back home in the UK.","Our first glimpse of our girl Georgie Lane (Michelle Keegan), as a dynamic army medic in the field of battle, and also in her explosive private life back home in the UK.This is the story of her first meeting with maverick SAS captain Elvis Harte, charting their growing attraction for one another in a prequel to the forthcoming BBC One series. Has Georgie found the man of her dreams, or is she the kind of girl who'll never be able to settle down outside of her day job?",https://ichef.bbci.co.uk/images/ic/1200x675/p046dzpk.jpg
102,From the Archives,15 Storeys High - Series 2: 5. The Baby,"BBC, iPlayer, TV, 15 Storeys High, Series 2: 5. The Baby",15,"innapropriate humour, mild nudity",Vince is offered a promotion at work on the condition that he completes a simple task.,3.0,28 mins,1675,12:30am 12 Mar 2004,Vince is offered a promotion at work on the condition that he completes a simple task.,"Vince decides to apply for a job as swimming pool manager, but he has to prove he's capable of looking after a baby in an emergency. Errol becomes rather taken with smoking.",No data found,https://ichef.bbci.co.uk/images/ic/1200x675/p09tpc3g.jpg
104,From the Archives,Top Gear - Series 6: Episode 11,"BBC, iPlayer, TV, Top Gear, Series 6: Episode 11",15,"contains mild violence, language",Does a Lamborghini Murcielago roadster give the same kick as 12 angry bulls?,1.0,59 mins,3554,7 Aug 2005,Does a Lamborghini Murcielago roadster give the same kick as 12 angry bulls?,The team find out if driving a Lamborghini Murcielago roadster gives the same kick as 12 angry bulls.,The team find out if driving a Lamborghini Murcielago roadster gives the same kick as 12 angry bulls the world's greatest power sliders grace the track and a look at the Ford F150 SVT Lightning pick-up. Timothy Spall is this week's 'Star in a Reasonably Priced Car'.,https://ichef.bbci.co.uk/images/ic/1200x675/p09t5q2w.jpg
105,From the Archives,Heroes - Series 3: 8. Villains,"BBC, iPlayer, TV, Heroes, Series 3: 8. Villains",15,"strong bloody violence, horror",Hiro tries to discover what drove Arthur Petrelli to create Pinehearst.,3.0,41 mins,2448,12 Nov 2008,Hiro tries to discover what drove Arthur Petrelli to create Pinehearst.,Drama series about people with superpowers. Hiro tries to discover what drove Arthur Petrelli to create Pinehearst and strike at Angela before he died.,"Drama series in which people all over the world deal with their newly discovered superpowers. Hiro follows respected businessman, husband and father Arthur Petrelli in the days before he died, to discover what drove him to create Pinehearst and strike at Angela. Later, a moment unfolds where Sylar, horrified and guilt-ridden, might have stopped his murderous pursuit of abilities if H.R.G. and Elle had swayed from their monstrous assignment.",https://ichef.bbci.co.uk/images/ic/1200x675/p08l06f8.jpg
106,From the Archives,Louis Theroux - Selling Sex,"BBC, iPlayer, TV, Louis Theroux, Selling Sex",18,"strong sex references, child sexual abuse references",Louis Theroux meets the women legally providing sexual services to paying clients.,1.0,59 mins,3528,12 Jan 2020,Louis Theroux meets the women legally providing sexual services to paying clients.,"Louis Theroux meets the women legally participating in the new sexual economy, exploring whether selling sex can ever be a healthy way to make money.","The exchange of sex for money is legal in Britain, so long as it doesn’t involve coercion, exploitation, or any kind of public nuisance. Now, fuelled by websites and social media, a new economy has emerged – bringing a world of transactional sex to people who might never have previously considered it.  Bafta Award-winning film-maker Louis Theroux returns to the UK to meet women legally providing sexual services, either to make a living or to supplement their income, potentially earning hundreds of pounds per hour. But rather than on the streets or in illegal brothels, these women sell sex from their own homes or hotels, utilising technology to share photos, make bookings and vet potential clients - making the exchange more accessible and, according to some, safer than the illegal alternatives.  The age-old issue of whether sex should ever be traded remains, with many believing it to be exploitative and damaging, driven by a society still shaped by the desires of men. Yet there are those who feel that selling sex can be a valid, empowering choice for those who choose to engage in it. As Louis meets the women and men participating in the new sexual economy, he explores whether selling sex can ever be a healthy way to make money.",https://ichef.bbci.co.uk/images/ic/1200x675/p07znrwq.jpg
107,From the Archives,"Silent Witness - Series 9: 2. Ghosts, Part 2","BBC, iPlayer, TV, Silent Witness, Series 9: 2. Ghosts, Part 2",15,contains infrequent strong crime scene detail,Leo pursues the man responsible for the hit-and-run.,3.0,59 mins,3568,9pm 26 Jul 2005,Leo pursues the man responsible for the hit-and-run.,"As the police infiltrate a gang of identity thieves, Leo faces a choice between justice and revenge.","As the police infiltrate a gang of identity thieves, Leo faces a choice between justice and revenge.",https://ichef.bbci.co.uk/images/ic/1200x675/p07zv22k.jpg
112,From the Archives,One Foot in the Grave - Series 5: 5. Hole in the Sky,"BBC, iPlayer, TV, One Foot in the Grave, Series 5: 5. Hole in the Sky",12,satire,"Margaret comes into some money, and Victor helps a young Dutch girl get back on her feet.",1.0,29 mins,1728,9:05pm 22 Jan 1995,"Margaret comes into some money, and Victor helps a young Dutch girl get back on her feet.","Award-winning sitcom about a grumpy senior citizen. Margaret comes into some money, and Victor helps a young Dutch girl to get back on her feet.","Sitcom about a grumpy senior citizen. Margaret comes into some money, and Victor helps a young Dutch girl to get back on her feet. To add to the usual mayhem, the builders arrive to embark on a loft conversion.",https://ichef.bbci.co.uk/images/ic/1200x675/p09wnl6b.jpg
