category;title;tags;age_rating;rating_description;description;image;duration_txt;duration_sec;first_broadcast;synopsis_small;synopsis_medium;synopsis_large
From the Archives;Our Girl - Series 2: Georgie & Elvis;BBC, iPlayer, TV, Our Girl, Series 2: Georgie & Elvis;15;strong language, violence, injury detail;Our first glimpse of army medic Georgie Lane, at work and in her explosive private life.;https://ichef.bbci.co.uk/images/ic/1200x675/p046dzpk.jpg;6 mins;334;31 Aug 2016;Our first glimpse of army medic Georgie Lane, at work and in her explosive private life.;Our first glimpse of our girl Georgie Lane (Michelle Keegan), as a dynamic army medic in the field of battle, and in her explosive private life back home in the UK.;Our first glimpse of our girl Georgie Lane (Michelle Keegan), as a dynamic army medic in the field of battle, and also in her explosive private life back home in the UK.This is the story of her first meeting with maverick SAS captain Elvis Harte, charting their growing attraction for one another in a prequel to the forthcoming BBC One series. Has Georgie found the man of her dreams, or is she the kind of girl who'll never be able to settle down outside of her day job?
From the Archives;15 Storeys High - Series 2: 5. The Baby;BBC, iPlayer, TV, 15 Storeys High, Series 2: 5. The Baby;15;;Vince is offered a promotion at work on the condition that he completes a simple task.;https://ichef.bbci.co.uk/images/ic/1200x675/p09tpc3g.jpg;28 mins;1675;12:30am 12 Mar 2004;Vince is offered a promotion at work on the condition that he completes a simple task.;Vince decides to apply for a job as swimming pool manager, but he has to prove he's capable of looking after a baby in an emergency. Errol becomes rather taken with smoking.;No data found
From the Archives;Death in Paradise - Series 2: Episode 8;BBC, iPlayer, TV, Death in Paradise, Series 2: Episode 8;12;moderate crime scene detail, threat, violence, implied language;DI Poole and his colleagues find themselves up against a daring and elusive opponent.;https://ichef.bbci.co.uk/images/ic/1200x675/p07tdv25.jpg;58 mins;3509;9pm 26 Feb 2013;DI Poole and his colleagues find themselves up against a daring and elusive opponent.;Detective drama series. When a philanthropist is murdered in broad daylight at a charity fundraiser, DI Poole and his colleagues find themselves up against a daring opponent.;When a philanthropist is murdered in broad daylight at a charity fundraiser, DI Poole and his colleagues find themselves up against a daring and elusive opponent. Can the team catch the killer before the trail goes cold, or will this be the case that defeats Richard and sends him back to the UK?
From the Archives;Top Gear - Series 6: Episode 11;BBC, iPlayer, TV, Top Gear, Series 6: Episode 11;15;contains mild violence, language;Does a Lamborghini Murcielago roadster give the same kick as 12 angry bulls?;https://ichef.bbci.co.uk/images/ic/1200x675/p09t5q2w.jpg;59 mins;3554;7 Aug 2005;Does a Lamborghini Murcielago roadster give the same kick as 12 angry bulls?;The team find out if driving a Lamborghini Murcielago roadster gives the same kick as 12 angry bulls.;The team find out if driving a Lamborghini Murcielago roadster gives the same kick as 12 angry bulls the world's greatest power sliders grace the track and a look at the Ford F150 SVT Lightning pick-up. Timothy Spall is this week's 'Star in a Reasonably Priced Car'.
From the Archives;Heroes - Series 3: 8. Villains;BBC, iPlayer, TV, Heroes, Series 3: 8. Villains;15;strong bloody violence, horror;Hiro tries to discover what drove Arthur Petrelli to create Pinehearst.;https://ichef.bbci.co.uk/images/ic/1200x675/p08l06f8.jpg;41 mins;2448;12 Nov 2008;Hiro tries to discover what drove Arthur Petrelli to create Pinehearst.;Drama series about people with superpowers. Hiro tries to discover what drove Arthur Petrelli to create Pinehearst and strike at Angela before he died.;Drama series in which people all over the world deal with their newly discovered superpowers. Hiro follows respected businessman, husband and father Arthur Petrelli in the days before he died, to discover what drove him to create Pinehearst and strike at Angela. Later, a moment unfolds where Sylar, horrified and guilt-ridden, might have stopped his murderous pursuit of abilities if H.R.G. and Elle had swayed from their monstrous assignment.
From the Archives;Louis Theroux - Selling Sex;BBC, iPlayer, TV, Louis Theroux, Selling Sex;18;strong sex references, child sexual abuse references;Louis Theroux meets the women legally providing sexual services to paying clients.;https://ichef.bbci.co.uk/images/ic/1200x675/p07znrwq.jpg;59 mins;3528;12 Jan 2020;Louis Theroux meets the women legally providing sexual services to paying clients.;Louis Theroux meets the women legally participating in the new sexual economy, exploring whether selling sex can ever be a healthy way to make money.;The exchange of sex for money is legal in Britain, so long as it doesn’t involve coercion, exploitation, or any kind of public nuisance. Now, fuelled by websites and social media, a new economy has emerged – bringing a world of transactional sex to people who might never have previously considered it.  Bafta Award-winning film-maker Louis Theroux returns to the UK to meet women legally providing sexual services, either to make a living or to supplement their income, potentially earning hundreds of pounds per hour. But rather than on the streets or in illegal brothels, these women sell sex from their own homes or hotels, utilising technology to share photos, make bookings and vet potential clients - making the exchange more accessible and, according to some, safer than the illegal alternatives.  The age-old issue of whether sex should ever be traded remains, with many believing it to be exploitative and damaging, driven by a society still shaped by the desires of men. Yet there are those who feel that selling sex can be a valid, empowering choice for those who choose to engage in it. As Louis meets the women and men participating in the new sexual economy, he explores whether selling sex can ever be a healthy way to make money.
From the Archives;Silent Witness - Series 9: 2. Ghosts, Part 2;BBC, iPlayer, TV, Silent Witness, Series 9: 2. Ghosts, Part 2;15;contains infrequent strong crime scene detail;Leo pursues the man responsible for the hit-and-run.;https://ichef.bbci.co.uk/images/ic/1200x675/p07zv22k.jpg;59 mins;3568;9pm 26 Jul 2005;Leo pursues the man responsible for the hit-and-run.;As the police infiltrate a gang of identity thieves, Leo faces a choice between justice and revenge.;As the police infiltrate a gang of identity thieves, Leo faces a choice between justice and revenge.
From the Archives;Bad Education - Series 1: 2. Sex Education;BBC, iPlayer, TV, Bad Education, Series 1: 2. Sex Education;15;strong sex references;Parents are worried about the impending arrival of the French exchange students.;https://ichef.bbci.co.uk/images/ic/1200x675/p01hwzsq.jpg;28 mins;1699;10pm 21 Aug 2012;Parents are worried about the impending arrival of the French exchange students.;Parents are worried about the impending arrival of the French exchange students, but this time Fraser is determined to prove that he has got everything under control.;Abbey Grove School parents are worried about the impending arrival of the French exchange students, after Jean Claude and his French classmates ran riot leaving a wake of lovestruck teenagers behind them the previous year. This year, Fraser is determined to prove to the angry parents that he has got everything under control, especially with his right-hand man Alfie by his side. But is Alfie really the right man to entrust with a sex education class?
From the Archives;Ashes to Ashes - Series 3: Episode 7;BBC, iPlayer, TV, Ashes to Ashes, Series 3: Episode 7;12;alcohol misuse, references to crime, sex, smoking, language, violence, drug misuse;DCI Keats continues to push Alex to find out what really happened to Sam Tyler.;https://ichef.bbci.co.uk/images/ic/1200x675/p074r32d.jpg;59 mins;3538;9pm 14 May 2010;DCI Keats continues to push Alex to find out what really happened to Sam Tyler.;Police drama. Having almost finished his report into Gene Hunt and his team, DCI Keats continues to push Alex to find out what really happened to Sam Tyler.;DCI Jim Keats has almost finished his report into DCI Gene Hunt and his team, but he's still pushing DI Alex Drake to find out what really happened to Sam Tyler. When reports come in of a disturbance at an ANC illegal drinking den Gene heads in all guns blazing. The men at the club are quick to dismiss the disturbance as nothing, but when DI Ray Carling spots blood on the floor and discovers a dead body, it leads Gene into a murder investigation. The ANC members are all sticking together none of them saw a thing. Gene interrogates a young girl, Tsitsi, and it soon seems he's found his killer. But the leader of the ANC group, Tobias, can't stand by and watch the terrified youngster be deported and confesses to the killing himself. Gene and Alex can see through Tobias's lies, but trying to discover the truth leads them into a world of illegal immigration and terrorism.
From the Archives;World War II: Behind Closed Doors - Episode 5;BBC, iPlayer, TV, World War II: Behind Closed Doors, Episode 5;12;contains references to torture, mass executions;The story of the Red Armys fight through Eastern Europe in 1944.;https://ichef.bbci.co.uk/images/ic/1200x675/p09p5323.jpg;57 mins;3426;9pm 8 Dec 2008;The story of the Red Army's fight through Eastern Europe in 1944.;The story of the Red Army's fight through Eastern Europe in 1944, as well as the behind the scenes history of the most famous Allied conference of the war at Yalta in the Crimea.;Joseph Stalin was a tyrant responsible for the death of millions, yet he was also a vital ally of Britain and America during the Second World War. How was it possible for Churchill and Roosevelt to deal with one tyrant, Joseph Stalin, in order to help beat another, Adolf Hitler? That's one of the key questions at the heart of this new six part landmark history series.The series uses dramatic reconstructions - based on extensive fresh research in Russian and Western archives - and extraordinary testimony from witnesses of the time, including former Soviet secret policemen who have not spoken before on camera, in order to tell a 'Behind Closed Doors' history. It's a new way on television of looking at this most vital period, and will change the way you think about the war.This fifth episode focuses on the dramatic story of the Red Army's fight through Eastern Europe in 1944, as well as the behind the scenes history of the most famous Allied conference of the war at Yalta in the Crimea.
From the Archives;The Royle Family - The Queen of Sheba;BBC, iPlayer, TV, The Royle Family, The Queen of Sheba;12;mild sex references;Dr Mahmoud prescribes new medication for Nana in the form of yellow tablets.;https://ichef.bbci.co.uk/images/ic/1200x675/p08v81v9.jpg;57 mins;3410;9pm 29 Oct 2006;Dr Mahmoud prescribes new medication for Nana in the form of yellow tablets.;Tension mounts as the family contemplate the prospect of becoming fully laminated throughout. A mysterious visitor reminds Nana of her favourite musical.;Tension mounts in the Royle household as the family contemplate the prospect of becoming fully laminated throughout. Dr Mahmoud prescribes new medication for Nana in the form of yellow tablets coincidentally they turn out to be the same colour as the tablets that Joe was prescribed for the swelling when he got his mickey stuck in his zip. Meanwhile, a mysterious ginger visitor reminds Nana of her favourite musical.
From the Archives;One Foot in the Grave - Series 5: 5. Hole in the Sky;BBC, iPlayer, TV, One Foot in the Grave, Series 5: 5. Hole in the Sky;12;;Margaret comes into some money, and Victor helps a young Dutch girl get back on her feet.;https://ichef.bbci.co.uk/images/ic/1200x675/p09wnl6b.jpg;29 mins;1728;9:05pm 22 Jan 1995;Margaret comes into some money, and Victor helps a young Dutch girl get back on her feet.;Award-winning sitcom about a grumpy senior citizen. Margaret comes into some money, and Victor helps a young Dutch girl to get back on her feet.;Sitcom about a grumpy senior citizen. Margaret comes into some money, and Victor helps a young Dutch girl to get back on her feet. To add to the usual mayhem, the builders arrive to embark on a loft conversion.
From the Archives;Spooks - Series 7: Episode 7;BBC, iPlayer, TV, Spooks, Series 7: Episode 7;15;strong violence;Harry is imprisoned and accused by MI5 of being the Russian mole.;https://ichef.bbci.co.uk/images/ic/1200x675/p085j75y.jpg;59 mins;3560;10:30pm 24 Nov 2008;Harry is imprisoned and accused by MI5 of being the Russian mole.;Drama series about the British Security Service. Harry is imprisoned and accused by MI5 of being the Russian mole. Lucas goes to Moscow to get to the bottom of Harry's arrest.;Drama series about the British Security Service. Harry is imprisoned and accused by MI5 of being the Russian mole. Lucas disappears to Moscow in a bid to gather intelligence and get to the bottom of Harry's arrest, whilst the rest of the team try to prove his innocence on the Grid. But with so much evidence against him and a traitor amidst the team, things aren't looking good for Harry.
From the Archives;Merlin - Series 2: 5. Beauty and the Beast - Part 1;BBC, iPlayer, TV, Merlin, Series 2: 5. Beauty and the Beast - Part 1;12;moderate violence;Uther is captivated by the beautiful Lady Catrina, who Merlin suspects to be a troll.;https://ichef.bbci.co.uk/images/ic/1200x675/p07wx8x1.jpg;43 mins;2576;6:15pm 24 Oct 2009;Uther is captivated by the beautiful Lady Catrina, who Merlin suspects to be a troll.;Fantasy drama. Uther is captivated by the beautiful Lady Catrina. His flirting appals Arthur, and Merlin is wary - he suspects her to be a troll.;Uther is captivated by his latest guest, the beautiful Lady Catrina. Arthur is appalled by his father's flirting, but Merlin is wary for a different reason - he suspects she is really a troll! Catrina and her strange servant are welcomed into the heart of Camelot, and it is up to Merlin to prove she is a monster and save Uther from ruin. Unfortunately, Catrina has her sights set on a far greater prize than the king's heart - can Merlin overcome her powerful troll magic before it is too late?
From the Archives;Citizen Khan - Series 2: 4. Fasting;BBC, iPlayer, TV, Citizen Khan, Series 2: 4. Fasting;12;mild bad language;The imam at the mosque calls a special fast and Mr Khan uses it to compete with Dave.;https://ichef.bbci.co.uk/images/ic/1200x675/p01l9w4z.jpg;28 mins;1699;9:30pm 25 Oct 2013;The imam at the mosque calls a special fast and Mr Khan uses it to compete with Dave.;Family sitcom. The imam at the mosque calls a special fast and Mr Khan uses it to compete with Dave, the mosque manager. Meanwhile, Alia has an exchange student staying.;The imam at the mosque calls a special fast and Mr Khan uses it to compete with Dave, the mosque manager. He is suffering badly, and the old double whammy of low blood sugar and a dodgy bladder means he is a ticking time-bomb. Alia has a foreign exchange student staying, and Shazia has announced she has been offered a great job opportunity in India, which will mean more money and the chance to put down a deposit on a new flat. However, being away for twelve months will put her engagement to Amjad in jeopardy. Mrs Khan decides the only way to save their relationship is to pay the flat deposit for them, and she sends Mr Khan to the building society to secure the all-important loan. Khan arrives for his meeting with the building society manager starving hungry and gasping with thirst, not perhaps the perfect conditions to persuade him to give him a loan.
