userId,showId,rating,date_watched
sports_fan_28,114,4,2023-12-16 17:55:10.216557
sports_fan_28,133,2,2023-12-27 17:55:10.216665
sports_fan_28,121,3,2023-07-27 17:55:10.216753
sports_fan_28,144,4,2023-07-13 17:55:10.216833
sports_fan_28,133,5,2023-03-26 17:55:10.217078
sports_fan_28,147,3,2023-12-24 17:55:10.217156
sports_fan_29,175,4,2023-05-29 17:55:10.218204
sports_fan_29,139,4,2023-04-22 17:55:10.218362
sports_fan_29,47,1,2023-10-24 17:55:10.218454
sports_fan_29,50,5,2023-09-01 17:55:10.218540
sports_fan_30,118,3,2023-12-26 17:55:10.219594
sports_fan_30,21,5,2023-10-29 17:55:10.219691
sports_fan_30,8,2,2024-02-24 17:55:10.219783
sports_fan_30,203,4,2023-04-03 17:55:10.219854
sports_fan_30,126,2,2023-10-14 17:55:10.219908
sports_fan_30,214,3,2023-04-04 17:55:10.220006
sports_fan_30,215,4,2023-07-27 17:55:10.220108
sports_fan_30,195,1,2023-08-14 17:55:10.220192
sports_fan_30,194,2,2023-08-13 17:55:10.220258
sports_fan_30,16,2,2024-02-09 17:55:10.220466
sports_fan_31,172,4,2024-01-04 17:55:10.221899
sports_fan_31,131,2,2023-09-16 17:55:10.221969
sports_fan_31,181,5,2023-12-17 17:55:10.222023
sports_fan_31,179,1,2024-01-20 17:55:10.222111
sports_fan_31,166,4,2024-01-29 17:55:10.222307
sports_fan_31,172,3,2023-10-01 17:55:10.222379
sports_fan_31,134,1,2023-10-01 17:55:10.222461
sports_fan_31,128,1,2023-04-26 17:55:10.222567
sports_fan_32,190,3,2023-03-25 17:55:10.223627
sports_fan_32,182,4,2023-08-19 17:55:10.223776
sports_fan_32,224,5,2023-04-02 17:55:10.223830
sports_fan_32,220,4,2023-11-25 17:55:10.223880
sports_fan_33,128,5,2023-07-21 17:55:10.224615
sports_fan_33,124,2,2023-03-24 17:55:10.224725
sports_fan_33,120,5,2023-06-12 17:55:10.224778
sports_fan_33,141,4,2023-11-30 17:55:10.224859
sports_fan_33,159,2,2024-03-16 17:55:10.224935
sports_fan_33,125,2,2023-05-11 17:55:10.224992
sports_fan_33,186,2,2023-05-26 17:55:10.225044
sports_fan_33,128,5,2023-12-21 17:55:10.225096
sports_fan_33,190,4,2023-07-06 17:55:10.225145
sports_fan_33,188,2,2024-02-07 17:55:10.225227
sports_fan_34,120,1,2023-06-30 17:55:10.225920
sports_fan_34,138,5,2024-01-10 17:55:10.225981
sports_fan_34,121,4,2023-05-10 17:55:10.226033
sports_fan_34,129,3,2024-02-13 17:55:10.226081
sports_fan_34,118,1,2023-09-26 17:55:10.226129
sports_fan_34,95,3,2023-06-19 17:55:10.226177
sports_fan_34,154,5,2023-09-22 17:55:10.226312
sports_fan_34,142,1,2023-06-02 17:55:10.226373
sports_fan_35,125,1,2023-03-24 17:55:10.227099
sports_fan_35,219,5,2023-07-13 17:55:10.227202
sports_fan_35,126,5,2023-11-12 17:55:10.227274
sports_fan_35,140,3,2023-07-01 17:55:10.227341
sports_fan_35,237,5,2023-06-04 17:55:10.227396
sports_fan_35,15,4,2024-03-04 17:55:10.227453
sports_fan_35,5,5,2023-04-27 17:55:10.227501
sports_fan_36,237,4,2023-04-01 17:55:10.228192
sports_fan_36,137,2,2023-06-06 17:55:10.228261
sports_fan_36,239,3,2023-10-28 17:55:10.228319
sports_fan_36,217,1,2023-06-06 17:55:10.228445
sports_fan_37,131,2,2023-07-02 17:55:10.229405
sports_fan_37,118,3,2023-07-29 17:55:10.229476
sports_fan_37,1,4,2023-09-05 17:55:10.229529
sports_fan_37,135,4,2023-09-19 17:55:10.229579
sports_fan_37,123,3,2023-08-05 17:55:10.229627
sports_fan_37,140,1,2023-11-29 17:55:10.229674
sports_fan_37,10,5,2023-12-05 17:55:10.229720
sports_fan_37,170,4,2023-11-03 17:55:10.229766
sports_fan_37,187,3,2023-03-27 17:55:10.229811
sports_fan_38,140,4,2023-06-21 17:55:10.230546
sports_fan_38,239,1,2023-10-06 17:55:10.230654
sports_fan_38,55,5,2023-12-31 17:55:10.230706
sports_fan_38,118,1,2023-10-12 17:55:10.230755
sports_fan_38,28,2,2023-12-20 17:55:10.230811
sports_fan_39,39,3,2024-02-11 17:55:10.231524
sports_fan_39,60,4,2023-12-16 17:55:10.231586
sports_fan_39,27,5,2023-11-22 17:55:10.231638
sports_fan_39,36,4,2023-05-14 17:55:10.231725
sports_fan_39,51,4,2024-02-02 17:55:10.231773
sports_fan_39,119,2,2024-01-23 17:55:10.231940
sports_fan_39,126,4,2023-08-08 17:55:10.231999
sports_fan_39,52,1,2023-05-04 17:55:10.232050
sports_fan_39,46,2,2023-10-01 17:55:10.232098
sports_fan_39,40,4,2023-05-08 17:55:10.232184
sports_fan_39,121,2,2023-10-24 17:55:10.232231
sports_fan_40,113,5,2024-02-16 17:55:10.232973
sports_fan_40,14,2,2023-09-24 17:55:10.233105
sports_fan_40,101,5,2024-02-27 17:55:10.233158
sports_fan_40,97,1,2023-09-17 17:55:10.233206
sports_fan_40,118,4,2023-08-14 17:55:10.233286
sports_fan_40,20,1,2024-01-30 17:55:10.233333
sports_fan_40,105,2,2023-06-19 17:55:10.233380
sports_fan_40,110,4,2023-11-14 17:55:10.233427
sports_fan_41,126,5,2023-07-26 17:55:10.234168
sports_fan_41,110,1,2023-04-11 17:55:10.234231
sports_fan_41,135,3,2023-08-17 17:55:10.234283
sports_fan_41,230,3,2023-10-30 17:55:10.234332
sports_fan_41,237,5,2023-05-12 17:55:10.234379
sports_fan_42,211,2,2023-04-11 17:55:10.235084
sports_fan_42,88,5,2023-09-24 17:55:10.235141
sports_fan_42,84,4,2023-09-13 17:55:10.235191
sports_fan_42,202,1,2023-07-21 17:55:10.235272
sports_fan_42,124,1,2023-11-23 17:55:10.235319
sports_fan_42,67,3,2023-03-28 17:55:10.235365
sports_fan_42,204,2,2024-01-14 17:55:10.235411
sports_fan_43,115,5,2023-10-13 17:55:10.236047
sports_fan_43,57,1,2024-01-02 17:55:10.236106
sports_fan_43,52,4,2023-07-19 17:55:10.236158
sports_fan_43,117,1,2023-05-04 17:55:10.236207
sports_fan_43,91,5,2023-04-12 17:55:10.236254
sports_fan_43,109,4,2023-12-14 17:55:10.236332
sports_fan_43,120,4,2023-07-19 17:55:10.236377
sports_fan_44,93,2,2023-05-06 17:55:10.237002
sports_fan_44,72,3,2023-07-04 17:55:10.237062
sports_fan_44,84,4,2023-08-30 17:55:10.237113
sports_fan_44,84,2,2023-10-06 17:55:10.237162
sports_fan_44,113,4,2023-12-13 17:55:10.237209
sports_fan_44,106,1,2023-11-06 17:55:10.237254
sports_fan_44,80,3,2023-07-05 17:55:10.237334
sports_fan_44,136,5,2023-04-02 17:55:10.237380
sports_fan_45,58,5,2024-01-04 17:55:10.238520
sports_fan_45,199,4,2024-02-26 17:55:10.238590
sports_fan_45,131,5,2023-07-26 17:55:10.238646
sports_fan_45,125,5,2023-12-28 17:55:10.238696
sports_fan_45,59,4,2023-09-06 17:55:10.238744
sports_fan_45,55,4,2024-02-29 17:55:10.238826
sports_fan_46,123,2,2023-09-09 17:55:10.239729
sports_fan_46,120,1,2023-04-22 17:55:10.239789
sports_fan_46,207,4,2023-05-14 17:55:10.239841
sports_fan_46,139,1,2023-04-02 17:55:10.239889
sports_fan_46,127,1,2023-08-11 17:55:10.239936
sports_fan_46,199,2,2024-01-30 17:55:10.239981
sports_fan_46,190,3,2023-03-28 17:55:10.240027
sports_fan_46,194,5,2023-06-19 17:55:10.240072
sports_fan_46,167,3,2023-12-06 17:55:10.240149
sports_fan_46,209,1,2023-04-26 17:55:10.240193
sports_fan_47,239,3,2024-02-09 17:55:10.240866
sports_fan_47,123,5,2023-11-21 17:55:10.240920
sports_fan_47,222,4,2023-09-10 17:55:10.240969
sports_fan_47,117,1,2023-06-17 17:55:10.241015
sports_fan_47,140,2,2023-10-01 17:55:10.241061
sports_fan_47,124,4,2023-11-21 17:55:10.241107
sports_fan_47,120,4,2024-03-05 17:55:10.241151
sports_fan_47,218,5,2023-05-09 17:55:10.241196
sports_fan_47,129,5,2023-04-02 17:55:10.241240
sports_fan_47,125,3,2023-10-01 17:55:10.241316
sports_fan_47,220,1,2023-09-28 17:55:10.241360
sports_fan_47,236,1,2023-10-15 17:55:10.241404
sports_fan_48,1,1,2023-08-16 17:55:10.242046
sports_fan_48,11,4,2024-03-18 17:55:10.242138
sports_fan_48,119,2,2023-06-16 17:55:10.242186
sports_fan_48,136,3,2023-06-21 17:55:10.242232
sports_fan_49,222,1,2023-05-30 17:55:10.242830
sports_fan_49,125,3,2023-08-15 17:55:10.242887
sports_fan_49,224,4,2023-09-07 17:55:10.242936
sports_fan_49,236,1,2023-10-16 17:55:10.242983
sports_fan_49,138,2,2023-11-10 17:55:10.243029
sports_fan_49,220,3,2023-12-28 17:55:10.243107
sports_fan_49,220,3,2024-01-22 17:55:10.243183
sports_fan_49,119,3,2023-10-14 17:55:10.243227
sports_fan_49,129,1,2023-05-09 17:55:10.243270
sports_fan_49,124,4,2024-02-22 17:55:10.243314
sports_fan_49,132,5,2024-01-14 17:55:10.243358
sports_fan_49,220,5,2024-02-27 17:55:10.243401
sports_fan_50,161,5,2023-06-08 17:55:10.243980
sports_fan_50,140,5,2023-03-25 17:55:10.244037
sports_fan_50,141,5,2024-02-27 17:55:10.244087
sports_fan_50,136,2,2023-05-19 17:55:10.244134
sports_fan_50,163,2,2023-07-18 17:55:10.244213
sports_fan_50,134,3,2023-10-25 17:55:10.244258
sports_fan_50,144,1,2024-01-29 17:55:10.244302
sports_fan_50,125,2,2023-11-28 17:55:10.244346
sports_fan_50,129,1,2023-06-19 17:55:10.244390
sports_fan_50,118,5,2023-10-18 17:55:10.244466
sports_fan_50,116,5,2024-03-17 17:55:10.244510
sports_fan_51,135,5,2024-01-10 17:55:10.245082
sports_fan_51,88,2,2023-10-24 17:55:10.245140
sports_fan_51,72,3,2023-06-29 17:55:10.245223
sports_fan_51,71,4,2023-09-14 17:55:10.245303
sports_fan_51,133,5,2023-12-10 17:55:10.245348
sports_fan_51,137,5,2023-08-30 17:55:10.245420
sports_fan_51,127,5,2024-02-24 17:55:10.245513
sports_fan_51,131,5,2023-09-15 17:55:10.245590
sports_fan_51,125,5,2023-06-07 17:55:10.245665
sports_fan_52,204,4,2023-12-29 17:55:10.246241
sports_fan_52,210,1,2024-03-05 17:55:10.246298
sports_fan_52,136,2,2024-01-06 17:55:10.246347
sports_fan_52,214,2,2023-11-24 17:55:10.246394
sports_fan_52,138,4,2023-04-19 17:55:10.246439
sports_fan_52,125,2,2023-04-01 17:55:10.246547
sports_fan_53,136,4,2023-07-06 17:55:10.247557
sports_fan_53,39,5,2023-08-15 17:55:10.247678
sports_fan_53,27,5,2023-11-30 17:55:10.247734
sports_fan_53,48,4,2023-06-12 17:55:10.247782
sports_fan_53,139,2,2023-06-10 17:55:10.247829
sports_fan_54,93,5,2023-09-29 17:55:10.248529
sports_fan_54,63,1,2023-05-18 17:55:10.248719
sports_fan_54,48,5,2023-08-28 17:55:10.248767
sports_fan_54,139,5,2023-11-23 17:55:10.248813
sports_fan_54,95,1,2023-05-05 17:55:10.248858
sports_fan_54,41,2,2023-06-08 17:55:10.248903
sports_fan_54,129,3,2023-12-11 17:55:10.248947
sports_fan_55,15,4,2023-05-08 17:55:10.249563
sports_fan_55,25,1,2023-11-11 17:55:10.249616
sports_fan_55,128,1,2023-05-02 17:55:10.249663
sports_fan_55,131,1,2023-06-14 17:55:10.249743
sports_fan_55,159,4,2023-03-28 17:55:10.249788
sports_fan_55,122,5,2023-05-12 17:55:10.249832
sports_fan_55,140,5,2024-01-28 17:55:10.249876
sports_fan_56,147,2,2023-04-12 17:55:10.250482
sports_fan_56,131,1,2023-04-15 17:55:10.250535
sports_fan_56,137,4,2023-06-24 17:55:10.250617
sports_fan_56,93,2,2023-04-05 17:55:10.250662
sports_fan_56,122,5,2024-03-01 17:55:10.250707
sports_fan_56,100,1,2023-09-06 17:55:10.250783
sports_fan_56,113,1,2023-09-03 17:55:10.250827
sports_fan_56,101,4,2023-04-17 17:55:10.250872
sports_fan_57,124,4,2023-05-31 17:55:10.251472
sports_fan_57,142,5,2023-07-07 17:55:10.251525
sports_fan_57,157,3,2023-11-20 17:55:10.251573
sports_fan_57,121,3,2023-04-21 17:55:10.251619
sports_fan_57,130,5,2023-10-29 17:55:10.251664
sports_fan_58,143,5,2024-01-03 17:55:10.252228
sports_fan_58,119,2,2023-10-09 17:55:10.252284
sports_fan_58,207,5,2023-08-06 17:55:10.252334
sports_fan_58,130,1,2023-07-28 17:55:10.252416
sports_fan_58,150,5,2023-11-16 17:55:10.252462
sports_fan_58,141,5,2023-04-02 17:55:10.252507
sports_fan_58,137,4,2023-08-15 17:55:10.252551
sports_fan_59,86,4,2024-02-21 17:55:10.253113
sports_fan_59,83,5,2023-08-22 17:55:10.253170
sports_fan_59,130,5,2023-04-08 17:55:10.253220
sports_fan_59,127,5,2024-02-02 17:55:10.253268
sports_fan_59,71,4,2023-12-22 17:55:10.253314
sports_fan_59,67,5,2023-04-13 17:55:10.253359
sports_fan_59,84,4,2023-04-19 17:55:10.253404
sports_fan_59,86,2,2023-08-17 17:55:10.253448
sports_fan_60,118,4,2023-12-17 17:55:10.254111
sports_fan_60,176,1,2023-04-03 17:55:10.254198
sports_fan_60,172,2,2023-11-09 17:55:10.254246
sports_fan_60,186,1,2024-02-19 17:55:10.254335
sports_fan_60,133,5,2023-05-29 17:55:10.254412
sports_fan_61,152,2,2023-07-26 17:55:10.255016
sports_fan_61,122,3,2023-04-25 17:55:10.255069
sports_fan_61,84,4,2024-01-24 17:55:10.255117
sports_fan_61,152,5,2024-03-04 17:55:10.255163
sports_fan_61,130,1,2023-03-26 17:55:10.255207
sports_fan_61,164,4,2024-01-21 17:55:10.255251
sports_fan_62,121,2,2023-07-30 17:55:10.255879
sports_fan_62,122,5,2023-06-09 17:55:10.255934
sports_fan_62,122,4,2023-06-03 17:55:10.255982
sports_fan_63,125,5,2023-06-28 17:55:10.256539
sports_fan_63,124,1,2023-10-14 17:55:10.256595
sports_fan_63,79,4,2023-10-27 17:55:10.256679
sports_fan_63,131,5,2023-12-14 17:55:10.256725
sports_fan_63,77,1,2023-08-03 17:55:10.256771
sports_fan_64,71,4,2023-07-26 17:55:10.257343
sports_fan_64,125,4,2024-01-22 17:55:10.257399
sports_fan_64,70,2,2023-09-07 17:55:10.257482
sports_fan_64,87,2,2023-08-06 17:55:10.257528
sports_fan_64,118,3,2023-07-08 17:55:10.257573
sports_fan_64,75,1,2024-01-06 17:55:10.257617
sports_fan_64,7,4,2023-07-30 17:55:10.257660
sports_fan_64,9,4,2024-01-11 17:55:10.257703
sports_fan_64,1,4,2023-12-05 17:55:10.257746
sports_fan_64,76,1,2023-10-15 17:55:10.257789
sports_fan_64,121,3,2023-07-15 17:55:10.257832
sports_fan_65,137,3,2024-02-12 17:55:10.258427
sports_fan_65,127,4,2023-10-22 17:55:10.258480
sports_fan_65,134,4,2024-01-13 17:55:10.258528
sports_fan_65,80,5,2023-07-21 17:55:10.258574
sports_fan_66,2,5,2023-04-10 17:55:10.259134
sports_fan_66,130,1,2023-08-15 17:55:10.259226
sports_fan_66,9,1,2024-02-27 17:55:10.259308
sports_fan_66,139,1,2024-01-07 17:55:10.259354
sports_fan_66,140,2,2023-09-16 17:55:10.259399
sports_fan_66,25,5,2023-09-30 17:55:10.259443
sports_fan_66,14,5,2023-08-20 17:55:10.259487
sports_fan_66,136,4,2023-10-17 17:55:10.259530
sports_fan_67,181,2,2023-06-05 17:55:10.260100
sports_fan_67,189,2,2024-01-25 17:55:10.260192
sports_fan_67,225,4,2024-02-03 17:55:10.260240
sports_fan_67,216,5,2024-03-07 17:55:10.260287
sports_fan_67,179,2,2023-12-11 17:55:10.260331
sports_fan_67,134,3,2023-07-11 17:55:10.260407
